291.33,0.1,2200,0.9,0.82,26534,3.0747,0.3512
291.33,0.2,2200,0.9,0.82,26553,3.0714,0.35158
291.33,0.3,2200,0.9,0.82,26573,3.0681,0.35195
291.33,0.4,2200,0.9,0.82,26590,3.0641,0.35241
291.33,0.5,2200,0.9,0.82,26607,3.0602,0.35287
291.33,0.6,2200,0.9,0.82,26625,3.057,0.35323
291.33,0.7,2200,0.9,0.82,26642,3.0531,0.35368
291.33,0.8,2200,0.9,0.82,26659,3.05,0.35404
291.33,0.9,2200,0.9,0.82,26675,3.0462,0.35448
291.33,1,2200,0.9,0.82,26690,3.0425,0.35492
