291.33,97.699,293.26,6.6556
291.33,96.699,293.26,6.6586
522.16,580.19,528.13,6.7466
780.02,2320.8,802.23,6.8118
1477.4,2320.8,1608.1,7.6995
1125.8,490.15,1190.8,7.7481
808.56,100.2,864.66,7.3531
808.56,97.699,864.66,7.3605
