0.84,32186,1.9154,0.53438
0.84,32297,2.0164,0.50761
0.84,32408,2.1179,0.48328
0.84,32520,2.2198,0.46109
0.84,32632,2.3221,0.44078
0.84,32745,2.4248,0.42211
0.84,32858,2.5279,0.4049
0.84,32970,2.6312,0.389
0.84,33084,2.735,0.37424
0.84,33198,2.839,0.36053
