0.72,32025,2.3905,0.34772
0.74,32272,2.4012,0.34832
0.76,32504,2.4112,0.34896
0.78,32727,2.4206,0.34948
0.8,32941,2.4294,0.34987
0.82,33143,2.4376,0.35036
0.84,33337,2.4454,0.35074
0.86,39162,2.0994,0.41034
0.88,39369,2.1053,0.41082
0.9,39570,2.1108,0.41121
