0.74,32685,2.3231,0.4406
0.76,32699,2.3456,0.43636
0.78,32711,2.367,0.43243
0.8,32723,2.3872,0.42875
0.82,32734,2.4065,0.42533
0.84,32745,2.4248,0.42211
0.86,32754,2.4422,0.4191
0.88,32765,2.4589,0.41625
0.9,32774,2.4748,0.41358
0.92,32784,2.4901,0.41105
