269.11,0.6,2200,0.9,0.84,31277,2.9524,0.36575
274.67,0.6,2200,0.9,0.84,29934,2.9769,0.36273
280.22,0.6,2200,0.9,0.84,28651,3.0014,0.35978
285.78,0.6,2200,0.9,0.84,27427,3.0259,0.35686
291.33,0.6,2200,0.9,0.84,26256,3.0496,0.3541
296.89,0.6,2200,0.9,0.84,25132,3.0728,0.35142
302.44,0.6,2200,0.9,0.84,24048,3.0947,0.34894
308,0.6,2200,0.9,0.84,22992,3.1155,0.3466
313.56,0.6,2200,0.9,0.84,21945,3.1349,0.34445
319.11,0.6,2200,0.9,0.84,20882,3.1538,0.34239
