0,32769,2.6021,0.39335
0.1,32770,2.601,0.39352
0.2,32773,2.6,0.39368
0.3,32775,2.5988,0.39385
0.4,32778,2.5978,0.39401
0.5,32779,2.5966,0.39418
0.6,32783,2.5956,0.39434
0.7,32784,2.5945,0.39451
0.8,32787,2.5934,0.39467
0.9,32789,2.5923,0.39485
1,32790,2.5911,0.39502
