0.72,32673,2.3012,0.44478
0.74,32688,2.3285,0.43956
0.76,32704,2.3545,0.43472
0.78,32718,2.3791,0.43022
0.8,32732,2.4025,0.42603
0.82,32745,2.4248,0.42211
0.84,32758,2.4461,0.41844
0.86,32769,2.4663,0.415
0.88,32780,2.4857,0.41177
0.9,32791,2.5043,0.40872
