0.74,32727,2.502,0.40909
0.76,32740,2.5228,0.40572
0.78,32752,2.5424,0.40259
0.8,32761,2.561,0.39967
0.82,32773,2.5787,0.39692
0.84,32783,2.5956,0.39434
0.86,32790,2.6116,0.39192
0.88,32800,2.627,0.38963
0.9,32808,2.6416,0.38748
0.92,32816,2.6555,0.38544
0.94,32824,2.6689,0.3835
